year,month,year_month,is_year_total,permit_type_sv,permit_type_en,occupation_field_sv,occupation_field_en,occupation_group_sv,occupation_group_en,granted_count
2022,1,2022-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,2,2022-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,3,2022-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",1
2022,4,2022-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,5,2022-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,6,2022-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,7,2022-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,8,2022-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",1
2022,9,2022-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,10,2022-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",1
2022,11,2022-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,12,2022-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",0
2022,,2022,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Prepresstekniker, tryckare och bokbindare m.fl.","Prepress technicians, printers and bookbinders",3
2022,1,2022-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",0
2022,2,2022-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",1
2022,3,2022-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",1
2022,4,2022-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",0
2022,5,2022-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",1
2022,6,2022-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",0
2022,7,2022-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",1
2022,8,2022-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",2
2022,9,2022-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",4
2022,10,2022-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",1
2022,11,2022-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",0
2022,12,2022-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",0
2022,,2022,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Skräddare, tapetserare och läderhantverkare m.fl.","Tailors, upholsterers and leather workers",11
2022,1,2022-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",2
2022,2,2022-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",4
2022,3,2022-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",5
2022,4,2022-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",6
2022,5,2022-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",1
2022,6,2022-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",5
2022,7,2022-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",5
2022,8,2022-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",3
2022,9,2022-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",7
2022,10,2022-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",4
2022,11,2022-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",2
2022,12,2022-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",3
2022,,2022,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Slaktare, bagare och livsmedelsförädlare m.fl.","Butchers, bakers and food processors",47
2022,1,2022-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,2
2022,2,2022-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,4
2022,3,2022-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,11
2022,4,2022-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,3
2022,5,2022-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,3
2022,6,2022-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,0
2022,7,2022-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,2
2022,8,2022-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,2
2022,9,2022-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,0
2022,10,2022-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,6
2022,11,2022-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,2
2022,12,2022-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,3
2022,,2022,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Smeder och verktygsmakare m.fl.,Blacksmiths and toolmakers,38
2022,1,2022-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",21
2022,2,2022-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",52
2022,3,2022-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",53
2022,4,2022-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",48
2022,5,2022-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",41
2022,6,2022-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",13
2022,7,2022-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",14
2022,8,2022-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",31
2022,9,2022-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",37
2022,10,2022-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",74
2022,11,2022-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",13
2022,12,2022-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",27
2022,,2022,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Snickare, murare och anläggningsarbetare","Carpenters, masons and construction workers",424
2022,1,2022-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",3
2022,2,2022-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",6
2022,3,2022-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",4
2022,4,2022-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",7
2022,5,2022-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",7
2022,6,2022-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",3
2022,7,2022-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",5
2022,8,2022-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",2
2022,9,2022-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",7
2022,10,2022-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",11
2022,11,2022-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",0
2022,12,2022-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",10
2022,,2022,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Takmontörer, golvläggare och VVS-montörer m.fl.","Roofers, floor layers and plumbers",65
2022,1,2022-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,1
2022,2,2022-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,1
2022,3,2022-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,2
2022,4,2022-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,4
2022,5,2022-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,3
2022,6,2022-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,1
2022,7,2022-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,0
2022,8,2022-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,0
2022,9,2022-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,1
2022,10,2022-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,1
2022,11,2022-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,1
2022,12,2022-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,1
2022,,2022,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,"Ytbehandlare, trä och möbelsnickare m.fl.",Surface finishers and furniture makers,16
2022,1,2022-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,64
2022,2,2022-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,98
2022,3,2022-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,156
2022,4,2022-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,137
2022,5,2022-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,130
2022,6,2022-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,75
2022,7,2022-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,45
2022,8,2022-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,70
2022,9,2022-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,87
2022,10,2022-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,173
2022,11,2022-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,31
2022,12,2022-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,79
2022,,2022,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,Totalt,Total,1145
2022,1,2022-01,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,2
2022,2,2022-02,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,1
2022,3,2022-03,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,3
2022,4,2022-04,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,4
2022,5,2022-05,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,4
2022,6,2022-06,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,1
2022,7,2022-07,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,2
2022,8,2022-08,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,1
2022,9,2022-09,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,0
2022,10,2022-10,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,1
2022,11,2022-11,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,5
2022,12,2022-12,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,4
2022,,2022,True,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Djuruppfödare och djurskötare,Animal breeders and keepers,28
2022,1,2022-01,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,2,2022-02,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,3,2022-03,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,1
2022,4,2022-04,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,5,2022-05,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,6,2022-06,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,7,2022-07,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,1
2022,8,2022-08,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,9,2022-09,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,10,2022-10,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,11,2022-11,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,12,2022-12,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,0
2022,,2022,True,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Fiskodlare och fiskare,Fish farmers and fishers,2
2022,1,2022-01,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,6
2022,2,2022-02,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,296
2022,3,2022-03,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,102
2022,4,2022-04,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,58
2022,5,2022-05,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,25
2022,6,2022-06,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,14
2022,7,2022-07,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,8
2022,8,2022-08,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,9
2022,9,2022-09,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,0
2022,10,2022-10,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,0
2022,11,2022-11,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,0
2022,12,2022-12,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,0
2022,,2022,True,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Skogsarbetare,Forestry workers,518
2022,1,2022-01,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Växtodlare inom jordbruk och trädgård,"Crop growers, agriculture and horticulture",33
2022,2,2022-02,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Växtodlare inom jordbruk och trädgård,"Crop growers, agriculture and horticulture",75
2022,3,2022-03,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Växtodlare inom jordbruk och trädgård,"Crop growers, agriculture and horticulture",72
2022,4,2022-04,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Växtodlare inom jordbruk och trädgård,"Crop growers, agriculture and horticulture",135
2022,5,2022-05,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Växtodlare inom jordbruk och trädgård,"Crop growers, agriculture and horticulture",68
2022,6,2022-06,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Växtodlare inom jordbruk och trädgård,"Crop growers, agriculture and horticulture",7
2022,7,2022-07,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",Växtodlare inom jordbruk och trädgård,"Crop growers, agriculture and horticulture",14
